username,description,tags,id,original_sound_path,name,license,preview_url,type,wav_sound_path,pack,bpm
Jagadamba,Synth Arpeggio 01 Arpeggio Loop. Created using my own VSTi plug-ins,"['loop', 'house', 'electronic', 'electro', 'rave', 'synth', 'sequencer', 'minimal', 'techno', 'club', 'dub-step', 'arpeggio', 'drop', 'trance', 'dance', 'glitch-hop', 'acid', 'arp']",270126,/audio/original/270126.wav,Synth Arpeggio Loop 08 - 130 bpm,http://creativecommons.org/licenses/by/3.0/,https://www.freesound.org/data/previews/270/270126_4062622-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/270126.wav,https://www.freesound.org/apiv2/packs/16677/,130
AndreOnate,A ride cymbal loop @ 135 bpm. Good for layering with other percussion or beats.,"['bell', 'ride', 'cymbal', 'percussion', 'ridecymbal', 'rhythmn', 'loop']",163631,/audio/original/163631.wav,ride loop 2.wav,http://creativecommons.org/publicdomain/zero/1.0/,https://www.freesound.org/data/previews/163/163631_2448533-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/163631.wav,,135
Jagadamba,Synth Arpeggio 01 Arpeggio Loop. Created using my own VSTi plug-ins,"['loop', 'house', 'electronic', 'electro', 'rave', 'synth', 'sequencer', 'minimal', 'techno', 'club', 'dub-step', 'arpeggio', 'drop', 'trance', 'dance', 'glitch-hop', 'acid', 'arp']",270128,/audio/original/270128.wav,Synth Arpeggio Loop 06 - 130 bpm,http://creativecommons.org/licenses/by/3.0/,https://www.freesound.org/data/previews/270/270128_4062622-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/270128.wav,https://www.freesound.org/apiv2/packs/16677/,130
Jagadamba,Synth Arpeggio 01 Arpeggio Loop. Created using my own VSTi plug-ins,"['loop', 'house', 'electronic', 'electro', 'rave', 'synth', 'sequencer', 'minimal', 'techno', 'club', 'dub-step', 'arpeggio', 'drop', 'trance', 'dance', 'glitch-hop', 'acid', 'arp']",270129,/audio/original/270129.wav,Synth Arpeggio Loop 05 - 130 bpm,http://creativecommons.org/licenses/by/3.0/,https://www.freesound.org/data/previews/270/270129_4062622-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/270129.wav,https://www.freesound.org/apiv2/packs/16677/,130
Jagadamba,Synth Arpeggio 01 Arpeggio Loop. Created using my own VSTi plug-ins,"['loop', 'house', 'electronic', 'electro', 'rave', 'synth', 'sequencer', 'minimal', 'techno', 'club', 'dub-step', 'arpeggio', 'drop', 'trance', 'dance', 'glitch-hop', 'acid', 'arp']",270130,/audio/original/270130.wav,Synth Arpeggio Loop 10 - 130 bpm,http://creativecommons.org/licenses/by/3.0/,https://www.freesound.org/data/previews/270/270130_4062622-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/270130.wav,https://www.freesound.org/apiv2/packs/16677/,130
Jagadamba,Synth Arpeggio 01 Arpeggio Loop. Created using my own VSTi plug-ins,"['loop', 'house', 'electronic', 'electro', 'rave', 'synth', 'sequencer', 'minimal', 'techno', 'club', 'dub-step', 'arpeggio', 'drop', 'trance', 'dance', 'glitch-hop', 'acid', 'arp']",270131,/audio/original/270131.wav,Synth Arpeggio Loop 09 - 130 bpm,http://creativecommons.org/licenses/by/3.0/,https://www.freesound.org/data/previews/270/270131_4062622-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/270131.wav,https://www.freesound.org/apiv2/packs/16677/,130
Jovica,I have been creative with some samples I uploaded earlier. I took the 'STAB PACK 01' samples and loaded them into Battery 2 for some mangling. Afterwards I programmed some loops with these sounds within Cubase SX. I also added some more regular electronic drumsounds from the Micro Tonic VSTi. Lot's of different plugins were used to change the sound in various directions. Mastering was done in Wavelab using plugins from my TC Powercore and Elemental Audio. All loops are 4 measures in 4/4 long and have 115 bpm as tempo. This is loop 7 of 33 with a experimental feel in it and some nice special effects.,"['115bpm', 'dance', 'drumloop', 'electronic', 'loop', 'weird']",2697,/audio/original/2697.wav,115 BPM STAB LOOP 07 mastered 16 bit.wav,http://creativecommons.org/licenses/by/3.0/,https://www.freesound.org/data/previews/2/2697_2518-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/2697.wav,https://www.freesound.org/apiv2/packs/156/,115
BDWRekordings.com,medium length synth riff loop for use in hardcore dance music such as happy hardcore and uk hardcore,"['170bpm', 'hardcore', 'loop', 'riff', 'synth']",98105,/audio/original/98105.wav,Riff_3_170BPM.wav,http://creativecommons.org/licenses/by/3.0/,https://www.freesound.org/data/previews/98/98105_1644663-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/98105.wav,https://www.freesound.org/apiv2/packs/6283/,170
BDWRekordings.com,pizzicato riff loop for use in hardcore dance music,"['170bpm', 'hardcore', 'loop', 'pizz', 'pizzicato', 'riff', 'synth']",98106,/audio/original/98106.wav,Riff_4_170BPM.wav,http://creativecommons.org/licenses/by/3.0/,https://www.freesound.org/data/previews/98/98106_1644663-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/98106.wav,https://www.freesound.org/apiv2/packs/6283/,170
BDWRekordings.com,longer synth riff loop for use in hardcore dance music such as uk hardcore and happy hardcore,"['170bpm', 'hardcore', 'loop', 'rif', 'synth']",98107,/audio/original/98107.wav,Riff_5_170BPM.wav,http://creativecommons.org/licenses/by/3.0/,https://www.freesound.org/data/previews/98/98107_1644663-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/98107.wav,https://www.freesound.org/apiv2/packs/6283/,170
BDWRekordings.com,Arpeggiated synth riff loop for use in hardcore dance music such as happy hardcore and uk hardcore,"['170bpm', 'arp', 'arpeggiated', 'arpeggio', 'happy-hardcore', 'hardcore', 'hardcore-rave', 'hardcore-techno', 'loop', 'rave', 'riff', 'synth', 'uk-hardcore']",98108,/audio/original/98108.wav,Riff_6_170BPM.wav,http://creativecommons.org/licenses/by/3.0/,https://www.freesound.org/data/previews/98/98108_1644663-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/98108.wav,https://www.freesound.org/apiv2/packs/6283/,170
Jovica,I have been creative with some samples I uploaded earlier. I took the 'STAB PACK 01' samples and loaded them into Battery 2 for some mangling. Afterwards I programmed some loops with these sounds within Cubase SX. I also added some more regular electronic drumsounds from the Micro Tonic VSTi. Lot's of different plugins were used to change the sound in various directions. Mastering was done in Wavelab using plugins from my TC Powercore and Elemental Audio. All loops are 4 measures in 4/4 long and have 115 bpm as tempo. This is loop 8 of 33 with a distorted guitar without guitar feel in it.,"['115bpm', 'dance', 'drumloop', 'electronic', 'loop', 'weird']",2698,/audio/original/2698.wav,115 BPM STAB LOOP 08 mastered 16 bit.wav,http://creativecommons.org/licenses/by/3.0/,https://www.freesound.org/data/previews/2/2698_2518-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/2698.wav,https://www.freesound.org/apiv2/packs/156/,115
BDWRekordings.com,Oldskool style hardcore synth riff loop for use in hardcore dance music. You MUST credit BDWRekordings.com and FreeSound.org when using this sample - See my Profile Page For Info,"['170bpm', '90s', 'bouncy', 'bouncy-techno', 'happy-hardcore', 'hardcore', 'loop', 'old-skool', 'oldskool', 'rave', 'riff', 'synth']",98110,/audio/original/98110.wav,Riff_8_170BPM.wav,http://creativecommons.org/licenses/by/3.0/,https://www.freesound.org/data/previews/98/98110_1644663-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/98110.wav,https://www.freesound.org/apiv2/packs/6283/,170
UncleSigmund,Drum loop @120bpm.,"['120bpm', 'beat', 'drum', 'loop']",40768,/audio/original/40768.wav,loop120.wav,http://creativecommons.org/publicdomain/zero/1.0/,https://www.freesound.org/data/previews/40/40768_95609-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/40768.wav,,120
irrlicht,"simple, straightforward hardcore/speedcore loop done in hammerhead","['250-bpm', 'core', 'drum', 'hardcore', 'industrial', 'loop', 'speedcore', 'terror']",35467,/audio/original/35467.wav,250bpm_hc.WAV,http://creativecommons.org/licenses/by/3.0/,https://www.freesound.org/data/previews/35/35467_81909-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/35467.wav,https://www.freesound.org/apiv2/packs/2254/,250
Strever953,Processed acid-loop 120 bpm with drums and human voice,"['acid', 'rhythm', 'beat', 'human-voice', 'acid-loop', 'processed', 'drums', 'voice', 'loop']",147269,/audio/original/147269.wav,120bpm Loop P101.wav,http://creativecommons.org/publicdomain/zero/1.0/,https://www.freesound.org/data/previews/147/147269_2096720-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/147269.wav,https://www.freesound.org/apiv2/packs/9075/,120
Strever953,Processed acid-loop 120 bpm with drums and human voice,"['acid', 'rhythm', 'beat', 'human-voice', 'acid-loop', 'processed', 'drums', 'voice', 'loop']",147270,/audio/original/147270.wav,120bpm Loop P102.wav,http://creativecommons.org/publicdomain/zero/1.0/,https://www.freesound.org/data/previews/147/147270_2096720-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/147270.wav,https://www.freesound.org/apiv2/packs/9075/,120
Strever953,Processed acid-loop 120 bpm with drums and human voice,"['acid', 'rhythm', 'beat', 'human-voice', 'acid-loop', 'processed', 'drums', 'voice', 'loop']",147271,/audio/original/147271.wav,120bpm Loop P103.wav,http://creativecommons.org/publicdomain/zero/1.0/,https://www.freesound.org/data/previews/147/147271_2096720-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/147271.wav,https://www.freesound.org/apiv2/packs/9075/,120
Strever953,Processed acid-loop 120 bpm with drums and human voice,"['acid', 'rhythm', 'beat', 'human-voice', 'acid-loop', 'processed', 'drums', 'voice', 'loop']",147272,/audio/original/147272.wav,120bpm Loop P104.wav,http://creativecommons.org/publicdomain/zero/1.0/,https://www.freesound.org/data/previews/147/147272_2096720-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/147272.wav,https://www.freesound.org/apiv2/packs/9075/,120
Strever953,Processed acid-loop 120 bpm with drums and human voice,"['acid', 'rhythm', 'beat', 'human-voice', 'acid-loop', 'processed', 'drums', 'voice', 'loop']",147273,/audio/original/147273.wav,120bpm Loop P105.wav,http://creativecommons.org/publicdomain/zero/1.0/,https://www.freesound.org/data/previews/147/147273_2096720-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/147273.wav,https://www.freesound.org/apiv2/packs/9075/,120
Strever953,Processed acid-loop 120 bpm with drums and human voice,"['acid', 'rhythm', 'beat', 'human-voice', 'acid-loop', 'processed', 'drums', 'voice', 'loop']",147274,/audio/original/147274.wav,120bpm Loop P106.wav,http://creativecommons.org/publicdomain/zero/1.0/,https://www.freesound.org/data/previews/147/147274_2096720-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/147274.wav,https://www.freesound.org/apiv2/packs/9075/,120
Strever953,Processed acid-loop 120 bpm with drums and human voice,"['acid', 'rhythm', 'beat', 'human-voice', 'acid-loop', 'processed', 'drums', 'voice', 'loop']",147275,/audio/original/147275.wav,120bpm Loop P107.wav,http://creativecommons.org/publicdomain/zero/1.0/,https://www.freesound.org/data/previews/147/147275_2096720-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/147275.wav,https://www.freesound.org/apiv2/packs/9075/,120
Strever953,Processed acid-loop 120 bpm with drums and human voice,"['acid', 'rhythm', 'beat', 'human-voice', 'acid-loop', 'processed', 'drums', 'voice', 'loop']",147276,/audio/original/147276.wav,120bpm Loop P108.wav,http://creativecommons.org/publicdomain/zero/1.0/,https://www.freesound.org/data/previews/147/147276_2096720-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/147276.wav,https://www.freesound.org/apiv2/packs/9075/,120
Sorrow-Fox,"Whatever style you want. Cool and realistic, with some bass stepping.","['100', 'basic', 'bpm', 'drums', 'loop', 'realistic', 'rock', 'slow']",122701,/audio/original/122701.wav,basic drum loop.wav,http://creativecommons.org/licenses/by/3.0/,https://www.freesound.org/data/previews/122/122701_1963611-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/122701.wav,,100
blaerg,"Unprocessed break loops used to create sequenced patterns in the track ""incessant subversive decibels""","['loops', 'breaks', 'bpm', 'funky', '185']",163662,/audio/original/163662.wav,BR_elp2_(unprocessed).wav,http://creativecommons.org/publicdomain/zero/1.0/,https://www.freesound.org/data/previews/163/163662_2733-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/163662.wav,https://www.freesound.org/apiv2/packs/10153/,185
blaerg,"Unprocessed break loops used to create sequenced patterns in the track ""incessant subversive decibels""","['loops', 'breaks', 'bpm', 'funky', '185']",163663,/audio/original/163663.wav,BR_elp2.wav,http://creativecommons.org/publicdomain/zero/1.0/,https://www.freesound.org/data/previews/163/163663_2733-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/163663.wav,https://www.freesound.org/apiv2/packs/10153/,185
blaerg,"Unprocessed break loops used to create sequenced patterns in the track ""incessant subversive decibels""","['loops', 'breaks', 'bpm', 'funky', '185']",163664,/audio/original/163664.wav,BR_elp3_(unprocessed).wav,http://creativecommons.org/publicdomain/zero/1.0/,https://www.freesound.org/data/previews/163/163664_2733-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/163664.wav,https://www.freesound.org/apiv2/packs/10153/,185
blaerg,"Unprocessed break loops used to create sequenced patterns in the track ""incessant subversive decibels""","['loops', 'breaks', 'bpm', 'funky', '185']",163665,/audio/original/163665.wav,BR_zappa (2).wav,http://creativecommons.org/publicdomain/zero/1.0/,https://www.freesound.org/data/previews/163/163665_2733-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/163665.wav,https://www.freesound.org/apiv2/packs/10153/,185
blaerg,"Unprocessed break loops used to create sequenced patterns in the track ""incessant subversive decibels""","['loops', 'breaks', 'bpm', 'funky', '185']",163666,/audio/original/163666.wav,BR_zappa (1).wav,http://creativecommons.org/publicdomain/zero/1.0/,https://www.freesound.org/data/previews/163/163666_2733-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/163666.wav,https://www.freesound.org/apiv2/packs/10153/,185
blaerg,"loops used to create sequenced patterns in the track ""incessant subversive decibels""","['loops', 'bpm', 'breaks', 'various', '185']",163667,/audio/original/163667.wav,BR_reverb (2).wav,http://creativecommons.org/publicdomain/zero/1.0/,https://www.freesound.org/data/previews/163/163667_2733-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/163667.wav,https://www.freesound.org/apiv2/packs/10153/,185
druidbloke,Classical electro techno 1980s loop.,"['techno', 'Classical', 'loop', 'electro', '1980s']",319316,/audio/original/319316.flac,nix-electrovibes-001-(110BPM).flac,http://creativecommons.org/licenses/by/3.0/,https://www.freesound.org/data/previews/319/319316_331583-hq.mp3,flac,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/319316.wav,https://www.freesound.org/apiv2/packs/15289/,110
blaerg,"loops used to create sequenced patterns in the track ""incessant subversive decibels""","['loops', 'bpm', 'breaks', 'various', '185']",163669,/audio/original/163669.wav,BR_britney1.wav,http://creativecommons.org/publicdomain/zero/1.0/,https://www.freesound.org/data/previews/163/163669_2733-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/163669.wav,https://www.freesound.org/apiv2/packs/10153/,185
druidbloke,Heavy slow drum loop.,"['loop', 'slow', 'beat', 'Heavy']",319318,/audio/original/319318.flac,slow-heavy-beat-002-(100BPM).flac,http://creativecommons.org/licenses/by/3.0/,https://www.freesound.org/data/previews/319/319318_331583-hq.mp3,flac,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/319318.wav,https://www.freesound.org/apiv2/packs/15289/,100
Jovica,A four bar four on the floor electronic drumloop at 120 BPM created with the Aerobic ensemble within Reaktor 5 from Native Instruments. Very experimental and disturbed electro. Normalised and mastered using several plugins within Cubase SX.,"['120bpm', 'drumloop', 'electronic', 'experimental', 'loop', 'rhythmic']",20452,/audio/original/20452.wav,Aerobic Loop -21.wav,http://creativecommons.org/licenses/by/3.0/,https://www.freesound.org/data/previews/20/20452_2518-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/20452.wav,https://www.freesound.org/apiv2/packs/1202/,120
blaerg,"loops used to create sequenced patterns in the track ""incessant subversive decibels""","['loops', 'bpm', 'breaks', 'various', '185']",163676,/audio/original/163676.wav,BR_supernaut.wav,http://creativecommons.org/publicdomain/zero/1.0/,https://www.freesound.org/data/previews/163/163676_2733-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/163676.wav,https://www.freesound.org/apiv2/packs/10153/,185
Corsica_S,"A minimal/techno sort of loop at 95 BPM. Created with a sequenced self-oscillating filter, manipulated with various effects.","['echo', 'electronica', 'filter', 'glitch', 'loop', 'minimal', 'sequence', 'synth', 'techno']",69605,/audio/original/69605.wav,seq3.wav,http://creativecommons.org/licenses/by/3.0/,https://www.freesound.org/data/previews/69/69605_7037-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/69605.wav,,95
crashcourse99,A Little Synth appregio sammple,"['loop', 'synth', 'dubstep', 'hiphop', 'bpm', 'beat', '140']",327522,/audio/original/327522.wav,appregio.WAV,http://creativecommons.org/publicdomain/zero/1.0/,https://www.freesound.org/data/previews/327/327522_5644413-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/327522.wav,,140
hatchetgirl,"Too much fun with a formant filter and DEGA sequence at 125 BPM. Cut and loop, another discarded one.","['loop', '125BPM', 'formant', 'dega']",204748,/audio/original/204748.wav,ooblipat125bpm.wav,http://creativecommons.org/publicdomain/zero/1.0/,https://www.freesound.org/data/previews/204/204748_3396684-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/204748.wav,,125
redhouse91,"Cmin, Adim/C, AbMaj, BbMaj A simple piano loop great for hiphop... but i could see it being used for other genres as well.","['86', 'bpm', 'hip', 'hop', 'loop', 'piano', 'rap']",69606,/audio/original/69606.wav,HipHopPiano0186BPM.wav,http://creativecommons.org/publicdomain/zero/1.0/,https://www.freesound.org/data/previews/69/69606_984625-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/69606.wav,,86
Ongitak,"Another short dubstep bass loop, at 140bpm","['bass', 'dubstep', 'loop', 'sub', 'wobble']",113745,/audio/original/113745.wav,Dubstep Bass Loop 4.wav,http://creativecommons.org/licenses/by/3.0/,https://www.freesound.org/data/previews/113/113745_2005415-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/113745.wav,https://www.freesound.org/apiv2/packs/7475/,140
hello_flowers,gabstuff,"['153', 'bpm', 'dont', 'drumloop', 'know', 'loop', 'noise', 'thing']",41025,/audio/original/41025.wav,sumthinnotaremixbut153bpmgabba.wav,http://creativecommons.org/publicdomain/zero/1.0/,https://www.freesound.org/data/previews/41/41025_199517-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/41025.wav,https://www.freesound.org/apiv2/packs/3996/,153
Bullfighta,"A loop I did using some sounds I created in Stomper Hyperion. I played around with it, mangled it a few times with the variator, and did some downsampling and overdrive in the sampler plugin for tuareg.","['drum', 'experimental', 'loop', 'processed', 'variator-loop']",26182,/audio/original/26182.wav,ManglerBeat001_130bpm.wav,http://creativecommons.org/licenses/sampling+/1.0/,https://www.freesound.org/data/previews/26/26182_184938-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/26182.wav,https://www.freesound.org/apiv2/packs/1610/,130
Jagadamba,Synth Arpeggio 01 Arpeggio Loop. Created using my own VSTi plug-ins,"['loop', 'house', 'electronic', 'electro', 'rave', 'synth', 'sequencer', 'minimal', 'techno', 'club', 'dub-step', 'arpeggio', 'drop', 'trance', 'dance', 'glitch-hop', 'acid', 'arp']",270193,/audio/original/270193.wav,Synth Arpeggio Loop 21 - 130 bpm,http://creativecommons.org/licenses/by/3.0/,https://www.freesound.org/data/previews/270/270193_4062622-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/270193.wav,https://www.freesound.org/apiv2/packs/16677/,130
Jagadamba,Synth Arpeggio 01 Arpeggio Loop. Created using my own VSTi plug-ins,"['loop', 'house', 'electronic', 'electro', 'rave', 'synth', 'sequencer', 'minimal', 'techno', 'club', 'dub-step', 'arpeggio', 'drop', 'trance', 'dance', 'glitch-hop', 'acid', 'arp']",270194,/audio/original/270194.wav,Synth Arpeggio Loop 22 - 130 bpm,http://creativecommons.org/licenses/by/3.0/,https://www.freesound.org/data/previews/270/270194_4062622-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/270194.wav,https://www.freesound.org/apiv2/packs/16677/,130
Jagadamba,Synth Arpeggio 01 Arpeggio Loop. Created using my own VSTi plug-ins,"['loop', 'house', 'electronic', 'electro', 'rave', 'synth', 'sequencer', 'minimal', 'techno', 'club', 'dub-step', 'arpeggio', 'drop', 'trance', 'dance', 'glitch-hop', 'acid', 'arp']",270195,/audio/original/270195.wav,Synth Arpeggio Loop 14 - 130 bpm,http://creativecommons.org/licenses/by/3.0/,https://www.freesound.org/data/previews/270/270195_4062622-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/270195.wav,https://www.freesound.org/apiv2/packs/16677/,130
Jagadamba,Synth Arpeggio 01 Arpeggio Loop. Created using my own VSTi plug-ins,"['loop', 'house', 'electronic', 'electro', 'rave', 'synth', 'sequencer', 'minimal', 'techno', 'club', 'dub-step', 'arpeggio', 'drop', 'trance', 'dance', 'glitch-hop', 'acid', 'arp']",270196,/audio/original/270196.wav,Synth Arpeggio Loop 13 - 130 bpm,http://creativecommons.org/licenses/by/3.0/,https://www.freesound.org/data/previews/270/270196_4062622-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/270196.wav,https://www.freesound.org/apiv2/packs/16677/,130
oceanictrancer,made in fl notes: F-G-A,"['sub', 'hip-hop', '160', '160-bpm', 'hop', 'loop', 'bass', 'sub-bass', 'hiphop', 'bpm', 'drum-and-bass', 'sequence', 'd', 'drum', 'b', 'drumandbass', 'hip']",237429,/audio/original/237429.wav,160 bpm sub bass sequence,http://creativecommons.org/publicdomain/zero/1.0/,https://www.freesound.org/data/previews/237/237429_1676145-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/237429.wav,https://www.freesound.org/apiv2/packs/14203/,160
Jagadamba,Synth Arpeggio 01 Arpeggio Loop. Created using my own VSTi plug-ins,"['loop', 'house', 'electronic', 'electro', 'rave', 'synth', 'sequencer', 'minimal', 'techno', 'club', 'dub-step', 'arpeggio', 'drop', 'trance', 'dance', 'glitch-hop', 'acid', 'arp']",270198,/audio/original/270198.wav,Synth Arpeggio Loop 11 - 130 bpm,http://creativecommons.org/licenses/by/3.0/,https://www.freesound.org/data/previews/270/270198_4062622-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/270198.wav,https://www.freesound.org/apiv2/packs/16677/,130
Jagadamba,Synth Arpeggio 01 Arpeggio Loop. Created using my own VSTi plug-ins,"['loop', 'house', 'electronic', 'electro', 'rave', 'synth', 'sequencer', 'minimal', 'techno', 'club', 'dub-step', 'arpeggio', 'drop', 'trance', 'dance', 'glitch-hop', 'acid', 'arp']",270199,/audio/original/270199.wav,Synth Arpeggio Loop 18 - 130 bpm,http://creativecommons.org/licenses/by/3.0/,https://www.freesound.org/data/previews/270/270199_4062622-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/270199.wav,https://www.freesound.org/apiv2/packs/16677/,130
Jagadamba,Synth Arpeggio 01 Arpeggio Loop. Created using my own VSTi plug-ins,"['loop', 'house', 'electronic', 'electro', 'rave', 'synth', 'sequencer', 'minimal', 'techno', 'club', 'dub-step', 'arpeggio', 'drop', 'trance', 'dance', 'glitch-hop', 'acid', 'arp']",270200,/audio/original/270200.wav,Synth Arpeggio Loop 17 - 130 bpm,http://creativecommons.org/licenses/by/3.0/,https://www.freesound.org/data/previews/270/270200_4062622-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/270200.wav,https://www.freesound.org/apiv2/packs/16677/,130
Jagadamba,Synth Arpeggio 01 Arpeggio Loop. Created using my own VSTi plug-ins,"['loop', 'house', 'electronic', 'electro', 'rave', 'synth', 'sequencer', 'minimal', 'techno', 'club', 'dub-step', 'arpeggio', 'drop', 'trance', 'dance', 'glitch-hop', 'acid', 'arp']",270201,/audio/original/270201.wav,Synth Arpeggio Loop 16 - 130 bpm,http://creativecommons.org/licenses/by/3.0/,https://www.freesound.org/data/previews/270/270201_4062622-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/270201.wav,https://www.freesound.org/apiv2/packs/16677/,130
Jagadamba,Synth Arpeggio 01 Arpeggio Loop. Created using my own VSTi plug-ins,"['loop', 'house', 'electronic', 'electro', 'rave', 'synth', 'sequencer', 'minimal', 'techno', 'club', 'dub-step', 'arpeggio', 'drop', 'trance', 'dance', 'glitch-hop', 'acid', 'arp']",270202,/audio/original/270202.wav,Synth Arpeggio Loop 15 - 130 bpm,http://creativecommons.org/licenses/by/3.0/,https://www.freesound.org/data/previews/270/270202_4062622-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/270202.wav,https://www.freesound.org/apiv2/packs/16677/,130
Jagadamba,Synth Arpeggio 01 Arpeggio Loop. Created using my own VSTi plug-ins,"['loop', 'house', 'electronic', 'electro', 'rave', 'synth', 'sequencer', 'minimal', 'techno', 'club', 'dub-step', 'arpeggio', 'drop', 'trance', 'dance', 'glitch-hop', 'acid', 'arp']",270203,/audio/original/270203.wav,Synth Arpeggio Loop 20 - 130 bpm,http://creativecommons.org/licenses/by/3.0/,https://www.freesound.org/data/previews/270/270203_4062622-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/270203.wav,https://www.freesound.org/apiv2/packs/16677/,130
